Year,Level,Title,Topic Category,Abstract,Direct Link,Keywords,Permanent Link,Full Text,new,needs_review,dup_of_existing
2005,Independent thesis Basic level (degree of Bachelor),"Argument för och emot privat sjukvård Blekinge Institute of Technology, School of Management. Blekinge Institute of Technology, School of Management.",,"Titel: Argument för och emot privat sjukvård – scenario för framtidens sjukvård vid ett eventuellt maktskifte Författare: Jessica Andersson, Nina Gunnarsson Handledare: Thomas Danborg Institution: Managementhögskolan, Blekinge Tekniska Högskola Kurs: Kandidatarbete i företagsekonomi 10 poäng Syfte: Syftet är att beskriva problemet med privatisering av sjukvården genom att analysera argument för och emot sjukvård i privat regi och framställa ett scenario om framtidens sjukvård med hjälp av partiprogram. Metod: Grounded-theory-metoden som är kvalitativ och innebär att man kategoriserar sekundär data som man fått fram för att få en fullständig kartläggning. Slutsatser: Marknaden för privata aktörer kommer att öka vid ett eventuellt maktskifte.",,"Privatsjukvård, argument",,,1,0,0
2001,Independent thesis Basic level (degree of Bachelor)Student thesis,Expertkunskap och metakognition: experters förmåga till metakognitiv övervakning,,"Metakognitiva processer och förmågor innefattar bland annat människans förmåga att reflektera över sin egen kunskapsnivå och minneskapacitet, och att utifrån detta till exempel kunna reglera tid och inlärningsstrategier vid inlärningssituationer. Kännetecknande för en person som räknas till att vara expert inom en viss domän är bland annat att denne anses kunna övervaka sin kunskapsnivå på ett korrekt sätt. Denna studie undersöker om personer med stor domänkunskap uppvisar en större förmåga till metakognitiv övervakning än vad personer med sämre domänkunskap gör. Aktuell kunskapsdomän i denna studie är deklarativ kunskap kring fotboll, och fotbollsspelare och ledare rekryterades som försöksdeltagare. Förmågan till metakognitiv övervakning mättes med hjälp av mätteknikerna Assessment of Cognitive Monitoring Effectiveness (ACME) och Metacognitive Knowledge Monitoring Assessment (KMA), där försöksdeltagarna i samband med att ett kunskapstest genomförs får avgöra vilka frågor de tror sig kunna eller inte kunna svaret på. Resultatet visar att personer med expertkunskap uppvisar en signifikant bättre förmåga till metakognitiv övervakning än personer med sämre domänkunskap.",,"Metakognition, metakognitiv övervakning, expertkunskap, ACME, KMA",,,1,0,0
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Hur budgeterar gaseller?: En studie om tillväxtens påverkan på budgetering i gasellföretag,,"Tillväxten har i företagen lett till ökad planering och ett mer detaljerat budgetarbete. Informanterna upplever att den starka tillväxten gör budgeten till ett användbart verktyg för främst planering och kontroll. Utan planeringen och uppföljningen skulle man inte kunna identifiera problemområden. Likviditetsplanering ses ej som något prioriterat i fallföretagen trots teoretiskt förespråkande, detta då likviditet för den löpande verksamheten aldrig upplevs som något problem.",,"budgetering, gasellföretag, tillväxt",,,1,0,1
2005,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Teambuilding: En analys av den svenska marknaden ur ett konsultperspektiv,,"Genom en omfattande teoristudie fann vi ett flertal teoribildningar inom ämnet, teoribildningar som på olika sätt berörde gruppers utveckling såväl som den individuella utvecklingen. Vi fann att individens utveckling är starkt förknippad med teamets utveckling varför självinsikt är av stor betydelse för teamets utveckling, Carl Gustav Jungs teorier om den introverta/extroverta människan har således stor betydelse inom detta område. Andra dominerande aktörer inom teoristudien är Schutz och hans FIRO – modell som berör hur sociala behov såsom tillhörighet, kontroll och samhörighet påverkar gruppen under olika faser. Vidare är Johari´s fönster av stor betydelse, Joseph Lufts och Harry Inghams modell av vår personlighet är väl känd för alla som arbetar inom denna genre. I denna studie har vi valt att fokusera på tre kärnfrågor: • Varför genomför grupper teambuilding? Naturligtvis finns en rad olika anledningar till varför företag söker sig till teambuilding kurser. Vi har dock funnit tre huvudsvar på denna fråga. För det första används teambuilding då gruppen står inför en krissituation, dvs. gruppen är dysfunktionell och behöver stärkas. Vidare kan kursen syfta till att ge de inblandade en gemensam målbild för att uppnå effektivitet i arbetet. Det tredje svaret vi erhållit under våra intervjuer är ett effektivitetsmål, dvs. teambuilding kurser genomgås för att höja effektiviteten. • Vad är effekten av teambuilding? Vi har sökt efter studier som pekar på vinsten av en genomgången teambuilding kurs, inga sådana mätningar har dock genomförts enligt vår efterforskning. Den effekt som uppgivits för oss av såväl kursdeltagare som kursledare är följande: kommunikationen inom gruppen stärks och trivseln ökar på arbetsplatsen. Organisationens struktur kan förändras och medarbetarnas arbetsuppgifter kan ibland förädlas eller förändras. • Hur går en teambuildingprocess till? Hur en teambuilding kurs genomförs beror till stor del på dess längd oh dess mål. Initialt delas arbetet upp i tre faser. Först kartläggs gruppens och individernas beteende i organisationen, detta sker oftast genom observationer av gruppen eller intervjuer med enskilda medlemmar. Till detta följer diverse gruppövningar av praktisk och teoretisk karaktär där kursledaren förstärker individernas handlingsmönster och beteende inom gruppen. Detta ligger sedan till grund för det gruppanalytiska efterarbete som följer i det tredje steget. Gruppen samtalar om de gemensamma erfarenheter som har utbytts under gruppövningarna med teamledaren som moderator. Detta för att skapa en självmedvetenhet om hur individen fungerar i ett gruppsammanhang men även för att utverka en handlingsplan som åsyftar att skapa en effektivisering och öppenhet inom teamet. Våra egna reflektioner kring marknaden är följande: För den svenska teambuildingmarknaden har vi funnit många likheter mellan de olika företagen/konsulterna. Till en början kan vi konstatera att den svenska marknaden består främst av konsulter med bakgrund från med varierande ledarskapsegenskaper. Detta kan vara allt ifrån militärt ledarskap till ledarskapserfarenheter inom föreningslivet. Vi fann i vår undersökning att många av de som handleder teambuilding saknar någon form av formell utbildning. Det som bemyndigar dessa personer att vara verksamma inom sitt område är deras yrkeserfarenhet och kunskaper inom grupprelationer. Detta kan ligga till grund för varierande kvalitet av utbildningar inom teambuilding. Den dominerande teoretiska kunskapen hämtas främst från UGL-kurserna där främst Schutz´s forskning om gruppdynamik ligger till grund. Enligt oss skulle branschen tjäna på att införa någon form av certifiering för att säkerställa kvaliteten på utbildningar. Idag, som marknaden ser ut, kan vilken person som helst hålla i en utbildning, vilket kan skapa svårigheter att urskilja bra respektive mindre bra utbildningar. En certifiering skulle på lång sikt underlätta för konsumenterna i valet att välja konsult. Vidare skapar detta en värdehöjande effekt på teambuildingmarknaden som kan leda till kvalitetsförbättringar för branschen. Teambuilding som företeelse är idag ett populärt fenomen, effekterna är dock svåra att kvantifiera. Om dessa skulle studeras och kunna mätas skulle branschen förmodligen få se ett större uppsving. En certifiering av teamledare skulle underlätta för beställarna av dylika kurser samtidigt som det skulle säkerställa kvaliteten på utbjudna kurser. Även om teambuilding som begrepp funnits under flera decennier så är dess applicering på kommersiella organisationer relativt ungt. Denna bransch är enligt oss i ett tidigt stadium varpå det finns goda utvecklingsmöjligheter för branschen.",,,,,1,0,1
2004,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesisAlternative title",Datorstödd musikproduktion och tyst kunnande: En studie i design för användbarhet,,"Inom en yrkesgrupp finns det en samlad kunskap och ett yrkeskunnande. En stor del av denna kunskap är outtalad och svårdefinierad. När man överför arbetet till en datormiljö kan det vara av intresse att utforma programvaran på ett sådant sätt att användarna får möjlighet att utnyttja detta kunnande även här. Genom att undersöka hur användare arbetar med ett verktyg, som uppenbarligen är designat för att hjälpa användare genom att låta dem utnyttja sin tidigare kunskap inom området, vill vi söka svar på hur detta kan fungera och vilka för- och nackdelar det medför. Det verktyg vi använde för vår undersökning var Reason 2.5, ett musikprogram som erbjuder en simulering av en verklig studiomiljö. Vi har under testerna sett tydliga tecken på att användarna utnyttjar sitt tysta kunnande i stor utsträckning då de arbetar med gränssnittet. Det stora användandet av metaforer och simuleringar gör att användarna känner igen sig, men det innebär också begränsningar i möjlig arbetsgång. Vi har även sett att man med denna typ av gränssnitt kan erhålla en låg inlärningströskel utan att inskränka på experters möjlighet att arbeta effektivt. Den låga inlärningströskeln är dock beroende av användarens tidigare erfarenhet. Ett simulerat gränssnitt bidrar till konserverandet av den traditionella bild av musikproduktion som är djupt rotad inom yrkesgruppen..",,"Informationsteknik, tyst kunnande, tyst kunskap, design, musikproduktion, dator, gränssnitt",,,1,0,1
2006,Independent thesis Basic level (degree of Bachelor)Student thesis,"Stöd vid övervikt och fetma Blekinge Institute of Technology, School of Health Science. Blekinge Institute of Technology, School of Health Science.",,Övervikt och fetma är idag ett världsomspännande hälso- och omvårdnadsproblem där sjuksköterskan har en stödjande och motiverande uppgift för att hjälpa personer hantera samt klara av en livsstilsförändring som leder till viktminskning. Syftet med studien var att belysa sjuksköterskans stöd vid personens livsstilsförändring i samband med viktnedgång. Metoden som används är litteraturstudie. Resultatet visar på att sjuksköterskan har en betydande roll vid personens livsstilsförändring när det gäller att bistå med stöd. Genom att basera en relation på tillit kan sjuksköterskan och personen tillsammans skapa de mål som möjliggör personens livsstilsförändring. Vidare visar Resultatet att sjuksköterskan bör fokusera på personens kroppsuppfattning för att motivera personen till en livsstilsförändring som leder till viktminskning. I diskussionen framkommer vikten av att sjuksköterskan förstår personens motiv till viktminskning och utgår från detta då stöd och motivation skall ges.,,"Övervikt, fetma, sjuksköterska, livsstilsförändring, stöd, motivation",,,1,0,0
2004,Independent thesis Basic level (degree of Bachelor)Student thesis,Lageroptimering med hjälp av datautvinning ur datalager,,Datalager är ett system som består av information från flera olika system. Datautvinning går ut på att få fram ej tidigare känd kunskap från till exempel datalager. Kostnaden för att hålla något i lager är en dold kostnad som många företagsledare ej är medvetna om hur mycket det kostar dem. Syftet med detta examensarbete är att undersöka ett möjligt angreppssätt med datautvinningsmetoder ur datalager för framtagande av beslutsunderlag rörande lagernivåer. Kostnaden att hålla något i lager är en dold kostnad som det är intressant att finna nya metoder för att påverka. För att besvara frågeställningen utfördes en fallstudie på ett lagerhållande företag som använder sig av datalager. Resultatet visar att den ena metoden är mer lämpad än den andra för beslutsunderlag.,,"Datalager, Datautvinning, Lagerstyrning, Fallstudie",,,1,0,1
2006,Independent thesis Basic level (degree of Bachelor)Student thesis,Förmögenhetsbeskattning av onoterade aktier - är den ändamålsenligt utformad för den skatteskyldige?,,"Benämningen Lex Uggla uppkom när artisten Magnus Ugglas bolag Uggly Music AB granskades under 2005 då Skatteverket genomförde en riktad granskning mot företag med särskilt hög likviditet. I ett onoterat bolag är tillgångarna i bolaget skattepliktiga hos ägaren så länge det inte rör sig om rörelsetillgångar. Lagens huvudsyfte är att privatpersoner inte ska kunna inneha skattepliktig förmögenhet i ett bolag för att på så sätt komma undan förmögenhetsskatt. Hur mycket som anses kunna räknas till arbetande kapital och förbli skattefritt kapital har enligt rättsfall visat att det beror på följande; verksamhetens art och omfattning, framtida investeringsbehov och investeringsplaner under en viss tid framåt. I flertalet av rättsfallen som blivit presenterade har det framkommit att domstolarna har gått på Skatteverkets linje, vilket föranlett att merparten av de skatteskyldiga blivit påförda förmögenhetsbeskattning. I de fall som domstolen dömt till den skatteskyldiges fördel har denne kunnat argumentera och påvisa historiska och troliga framtida investeringsplaner för företaget. Trovärdigheten bygger på att den skattskyldige har kunnat styrka tidigare års affärsuppgörelser samt underlag för framtida investeringar. Vi anser att lagen i sig skall finnas kvar för att det inte skall vara möjligt att dölja privata tillgångar genom att tillskjuta företaget kapital för att på så sätt undvika förmögenhetsbeskattning. Däremot anser vi dagens tolkning och tillämpning är felaktig då personer som är innovativa och som driver lönsamma företag drabbas. Detta eftersom företagens internt upparbetade vinster i princip skall ”lyftas” ut ur företagen och beskattas som ägarens privata förmögenhet. Vi anser att lagen leder till att företagare troligtvis blir mer angelägna om att komma fram till avancerade tekniska skattelösningar. Vi kommer säkerligen att få se fler vägledande avkunnanden den närmaste tiden efterhand som Skatteverket upptäcker dessa.",,,,,1,0,0
2006,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis","Utvärdering av Malaria Antigen ELISA kit för diagnostik av malaria vid Christian Medical College and Hospital i Vellore, Indien.: en jämförande studie mellan Quantitative buffy coat och enzyme-linked immunosorbent assays (ELISA) metodik.",,"Malaria är ett globalt hälsoproblem som orsakar många dödsfall runt om i världen varje år och nästan hälften av jordens befolkning ligger i riskzonen att drabbas av sjukdomen. I Indien drabbas mellan 2-3 miljoner människor varje år och det inträffar omkring 900 dödsfall. Malaria orsakas av Plasmodium sp. som är en protozoe, och det finns fyra olika arter som är patogena för människor, P. vivax, P. ovale, P. falciparium samt P. malariae. Vanliga metoder för att diagnostisera malaria är genom tunna och tjocka blodutstryk som färgas till exempel med Giemsa, Fields eller Leishmans färgningsteknik och studeras mikroskopiskt, Quantitative Buffy Coat (QBC), PCR tester, acridinorange färgning samt olika immunologiska tester för detektion av antikroppar eller antigen som till exempel enzyme-linked immunosorbent assays (ELISA) test och dipstick test. Syftet med denna studie är att utvärdera om en användning av SD Bio Line Malaria Antigen ELISA kit ger en mer känslig, tillförlitlig, praktisk samt mindre kostsam diagnostikmetod för malaria hos patienter med misstänkt malariainfektion än den nuvarande guldstandardmetoden, QBC tillsammans med blodutstryk, vid Christian Medical College and Hospital i Vellore. Patientproverna har i både ELISA testet samt QBC testet tillsammans med utstryk erhållit samma resultat vilket tyder på att SD Bio Line Malaria Antigen ELISA kitet skulle kunna vara en lika bra diagnostikmetod som QBC testet för diagnos av malaria. ELISA kitet har dock fler nackdelar, i jämförelse med QBC testet, så därför är slutsatsen att SD Bio Line Malaria Antigen ELISA kitet inte är en mer lämplig diagnostisk metod för malaria än den som används vid CMCH. Men då ELISA testet ändå ger en säker diagnos, enligt resultatet i studien, kan den vara ett lämpligt test inom något annat användningsområde.",,"ELISA, Malaria",,,1,0,1
2005,"Independent thesis Basic level (degree of Bachelor), 10 credits / 15 HE creditsStudent thesis",Uppmuntrar läroboken i matematik eleverna till att tänka självständigt?,,Syftet med att undersöka läroböcker i matematik är att få en insikt i hur stor vikt läroböckerna lägger på själva utförandet istället för på slutprodukten. Vi vill även undersöka om läroboken visar att det kan finnas mer än en lösning till en och samma uppgift. Vi bestämde oss för att granska läroböcker i årskurs fyra och utifrån en mall med fem större analysfrågor och dess undergrupper kategoriserade vi de olika läroböckernas uppgifter. Resultatet har visat att ingen av de tre läroböckerna är stora representanter för uppgifter som stimulerar eleverna till ett självständigt tänkande.,,"inlärningsmetoder, konstruktivism, lärobok, läromedelsgranskning, matematik, matematikdidaktik, matematikundervisning, olika lösningsmetoder, processinriktad, variation",,,1,0,1
